Crash_ID,Damaged_Property
16197241,DAMAGED FENCE
16197515,6X6 4 FOOT WOOD BEAM ERECTED
16197697,DAMAGE TO STONE WALL
16197711,MAILBOX W/ POST
16197711,BRICK ENCLOSED MAILBOX / MAILBOX
16197798,CITY OF EL PASO STREET DEPARTMENT
16197799,GAURD RAIL
16197800,STEEL GUARDRAIL
16197828,TREE
16198826,CAR WASH WINDOWS
16198828,CHAIN LINK FENCE WITH METAL POST
16198982,ELECTRICAL POLE KNOCKED DOWN
16200280,10 FEET OF CHAIN LINK FENCE (APROX.)
16200338,LIGHT POLE (LUMINAIR) & LINE POST X3
16200740,GUARDRAIL
16201112,ROOF DRAIN (GUTTER)
16202138,BRICK WALL $300
16202166,"TREES, POT, CONCRETE, PORCH, LANDSCAPE"
16202801,METAL BARRIER
16203015,TRAFFIC LIGHT POLE
16203934,2 - 25' CONCRETE BARRIERS
16203953,DENTED SIGNAL LIGHT POST
16203961,2 WATER BARRIERS
16204034,DAMAGED GUARD RAIL
16204118,15 FEET OF CHAIN LINK FENCE/ FENCE/TREE
16204787,ROCK WALL
16205164,BROKEN MAIL BOX
16205590,STREET LIGHT POLE
16205632,FENCE
16205632,GUARDRAIL
16205893,FENCE LINE
16205968,GUARDRAIL
16206316,CORNER OF STONE WALL AND FENCE
16206344,TEXAS GAS SERVICE GAS METER ($1000)
16206619,LIGHT POLE (GREEN / METAL)
16206619,VEHICLE DAMAGE (SEE NARATIVE)
16206622,LIGHT POLE
16206825,DAMAGED ROCK WALL
16206879,3 FT OF ROCKWALL/2 FEET IN HEIGHT
16207156,8FT. CHAIN LINK FENCE
16207164,STREET SIGN (DO NOT ENTER)
16207177,13 SUPPORT POLES/ 30 FT. GUARD RAIL
16207331,CONCRETE METAL POLE
16207340,10 FEET OF CONCRETE ROAD REPAIR
16207445,ARROW BOARD TRAILER DAMAGED
16207746,LANDSCAPE $500 DAMAGE
16209469,IBCT CONTRACTOR RD STREET SIGN
16209565,336 FEET OF GUARD RAIL AND 84 WOODEN POL
16209753,DAMAGE TO POST
16210037,DAMAGED GUARD RAIL
16210320,PARKED TRAILER
16211595,ELECTRICITY WOOD POLE
16211599,CONCRETE BARRIER
16211602,ROCK WALL
16211662,LIGHT POST
16211846,VEGETATION
16211846,ELECTRICAL BOX
16211965,METAL POST
16212037,BROKEN ELECTRIC POLE
16212038,BROKEN GAS METER
16212563,20 FOOT OF DAMAGED CHAIN LINK FENCE
16213603,BARB WIRE FENCE
16213789,ROCK WALL
16214333,ELECTRIC TRANSMISSION POLE
16214361,GUARDRAIL
16215625,CEMENT CANEL
16215811,DAMAGED WALL AND BROKEN WINDOW
16215886,PALM TREE
16216471,PEDESTRIAN SIGNAL (METAL POLE)
16217180,ROCK WALL
16218299,SIGNAL LIGHT POLE
16218449,LIGTH POLE
16218449,PARKED VEHICLE
16218450,BACK FLOW PREVENTER
16218454,CENTER DIVIDING METAL CABLE/WIRE
16218497,CEMENT BARRIER
16218499,ORANGE CONSTRUCTION SIGN
16218680,
16218722,LARGE PILE OF DIRT/SAND
16218811,BARRICADE RAILING
16218923,DAMAGE TO RESIDENCE
16218969,10 FEET OF RESIDENTIAL ROCK WALL
16219107,50 FT. OF BARBED WIRE FENCE LINE ($400 I
16219188,POLE / GATE
16219220,TEXAS DEPARTMENT OF TRANSPORTATION
16219222,DOWNED LIGHT POST
16219224,SUN METRO BUS SIGN AND BENCH
16219224,CHAIN LINKED FENCE
16219325,TXDOT METAL INTERSTATE SIGNAGE
16219340,SECURITY YELLOW CEMENT POLE
16219342,"TRAFFIC LIGHT POLE , $5K"
16219345,BUS STOP/BENCH
16219821,LEFT RIGHT TURN SIGN AND POLES
16219821,MAIL BOX AND POLE
16220405,FLOWER RD
16220405,STUCCO WALL
16220405,KITCHEN SINK PIPES
16221406,TRAFFIC SIGN
16221506,ROCK WALL
16221760,"METAL ""BIKE LANE"" POLE SIGN DAMAGED"
16221961,ROCK WALL BELONGING TO 11100 CHILDRESS
16221962,CENTER GUARDRAIL $2500
16221978,20 FOOT PINE TREE
16222093,CRASH WATER BARRIER
16222185,LIGHT POLE
16222635,LANDSCAPING
16222637,CONCRETE WALL / CHAIN LINK FENCE
16222637,NON MOTORIZED TRUCK TRACTOR CONTAINER
16223092,NO PARKING SIGN POST
16223349,EL PASO COMMUNITY COLLEGE SIGN
16223552,ROD IRON PROPERTY FENCE
16223867,TOWABLE BOOM BENT BY UNIT 1
16223942,ROCK WALL
16223990,"DAMAGE TO RESIDENTS TREE, AND ROSE BUSH"
16225556,CORNER OF THE SIDE OF THE HOUSE
16225708,MINOR DAMAGE TO ELECTRIC POLE
16225847,STREET SIGN AND CROSSWALK SIGNAL POLE
16225847,STREET SIGN POLE
16225932,DIRECTIONAL SIGN AT TRAFFIC CIRCLE
16225954,SIDE WALL
16225981,CEMENT COLUMNS
16226049,CEMMENT BARRIER
16226058,GATEWAY WEST SIGNAL LIGHT POLE
16226742,CEMENT BARRIER X2
16226748,BUTTERFIELD TRAIL APARTMENTS SIGN
16226866,PERIMETER FENCE FOR PARKING AREA
16227725,LIGHT POST
16227725,ROCK WALL
16227860,4 FOOT TALL CHAIN LINK FENCE
16227860,POSTED STOP SIGN
16228217,GAS METER
16229134,LIGHT POLE #C9584
16229339,STOP SIGN AT INTERSECTION
16229658,GAS METER
16229658,CHAIN LINK FENCE
16230012,LANDSCAPING - BUSHES
16230745,LIGHT POLE HIT AND DROPPED INO ROADWAY
16230771,LANDSCAPING/ TREE
16230771,CONCRETE ROCK WALL
16230816,10' OF METAL GUARDRAIL AND WOODEN POSTS
16231149,SIGNAL LIGHT CRASH CUSHION
16231157,SCHOOL CROSSING SIGN/EXIT SIGN
16231157,APPROXIMATELY 15FTX3FT OF ROCK WALL
16231279,CEMENT WALL APPROXIMATELY 3 FT TALL
16231395,YELLOW POLE MARKER
16231406,METAL FENCE AND TREE
16231415,BROKEN LIGHT POST
16233064,FENCE
16233082,GUARD RAIL
16233159,PHONE LINE BOX AND FENCE
16233551,15-FOOT SECTION OF METAL GUARDRAIL
16233774,CHAIN LINK FENCE DAMAGE
16233842,MEDIUM SIZE BUSH
16234014,CEMENT BARRIER IN CONSTRUCTION ZONE.
16234557,FRONT END DAMAGE
16234557,LR BUMPER DAMAGE
16234563,LF PLASTIC IN BUMPER
16234563,RR BUMPER PAINT TRANSFER AND SCRATCHES
16234715,FENCE
16235079,PEDESTRIAN CROSSING POLE
16235119,15 FEET CHAIN LINK FENCE
16235192,REGULAR FENCE
16236062,FIRE HYDRANT
16236185,"BUILDING AND MERCHANDISE / $80,000.00"
16236185,"DAMAGED WALL / $3,000.00"
16236226,RESIDENTIAL ROCK WALL 2' X 15'
16236243,BRICK ENCLOSED MAILBOX $500
16236877,GATE AND 3FT POLE
16236943,MONGOOSE MOUNTAIN BIKE
16237122,TWO STONE PILLARS AT ENTRANCE
16237854,"20 FT ROCKWALL,  $5,000.00 DAMAGE"
16237854,ATT BOX COMMUNICATION BOX
16237854,STOP SIGN + STREET SIGN
16237855,"LANDSCAPING, WALL"
16237896,20 FT OF GUARDRAIL DAMAGE
16238540,SUN METRO BUS STOP BENCH
16239069,UTILITY/LIGHT POLE
16239097,HOUSE
16239104,ROCK WALL LANDSCAPE
16239432,TREE PLANTING
16239432,TREE
16239526,GUARDRAIL
16239654,WROUGHT IRON FENCE
16239654,ELECTRIC WOODEN POLE
16239654,50 FEET OF GUARDRAIL
16239682,CENTER MEDIAN- WIRE/METAL POSTS
16239694,ONE WAY SIGN/POLE
16239704,METAL POSTS
16239888,DAMAGE TO 3 FOOT CHAIN LINK GATE
16239898,RIGHT SIDE INNER GUARD RAIL 25 FEET DAMA
16240606,LF DAMAGE TO JEEP PATRIOT FROM IMPACT
16240606,RF DAMAGE TO CHEVY CRUZE FROM IMPACT
16241015,SECTION OF ROCK WALL.
16241077,METAL BAR PROTECTING FUEL PUMP
16241148,POLE ON FENCE
16241555,FENCE
16241575,LIGHT POLE
16241581,CRASH CUSHION (PLASTIC WATER FILLED)
16241583,$3000 ELECTRICAL COMPONENTS/UTILITY POLE
16241603,BRIDGE GUARD RAIL
16241879,WOODEN BARRIER POST
16241884,LIGHT POLE
16242093,USED CAR LOT FENCE $5000
16242095,METAL GUARD RAIL DAMAGE APPROX 10 FT
16242106,STREET SIGN (EXCALIBUR)
16242154,GREEN FIBER-OPTIC ELECTRICAL BOX
16242160,LIGHT POST
16242161,TRAFFIC SIGNAL DEVICE
16242176,CABLE SEPARATOR (MEDIAN)
16242281,LIGHT POLE
16242360,METAL GUARDRAIL
16242362,CHAIN LINK FENCE
16242363,LIGHT WOOD POLE
16242363,"ROCK WALL, THREE SCHRUBS."
16242572,DAMAGE TO CHAIN LINK FENCE
16242627,TRAFFIC SIGNAL LIGHT
16242638,"CUSTOMER GAS PIPE ($1,000.00 DAMAGE)"
16243219,FENCE
16244675,DAMAGED TREES
16244975,STOP SIGN ( BROKEN )
16245159,ATM MACHINE AT THE DRIVE THRU LANE
16245759,STOP SIGN AND POLE
16247164,WROUGHT IRON FENCE / GATE
16247524,40 FT. OF GUARD RAIL DAMAGE
16247525,DAMAGE TO ROCK WALL/ ROD IRON FENCE
16247525,DAMAGED MAILBOX
16249045,DAMAGE TO TEXAS GAS SERVICE GAS METER
16249047,CABLE BARRIER SYSTEM
16249089,DAMAGE TO BUSHES WORTH APROXIMATLY 500$
16249262,70 LINEAR FEET OF ROCK WALL
16249269,25 FEET OF ROCK WALL DAMAGE
16249269,68 FEET OF GAURD RAIL DAMAGE
16249269,10 FEET OF CHAIN LINK FENCE DAMAGE
16249269,CITY STREET POLE
16249320,1FTX7FT ROCKWALL $1000.00
16249329,ROCK WALL DESTROYED
16249332,DAMAGE TO ROCK WALL APPROX 2X3 FT
16249332,STREET LIGHT
16249985,FENCE
16250265,FRONT GATE
16250367,LANDSCAPING
16250587,BUS STOP SIGN
16250869,APPROXIMATELY 30FT FENCE
16250887,ATT COMMUNICATIONS BOX$1000.00
16250892,50 FT GUARDRAIL DAMAGE
16250933,20 FEET OF WROUGHT IRON GATE
16250933,GAS METER
16250933,45 FEET OF CHAINLINK FENCE
16251095,"METAL LIGHT POST, METAL BUS BENCH"
16251158,ROCK WALL DAMAGED
16252142,TREES / SHRUBS
16252285,METAL SIGN
16252890,SUN METRO BUS STOP WAS DESTROYED
16252894,DAMAGED ELECTRIC WOODEN POST
16252895,EL PASO ELECTRIC TELEPHONE POLE $15000
16252898,"5 FEET OF BRICK WALL / VAULED AT $10,000"
16252898,2 OUTSIDE POST LAMPS
16252898,1 IRON FENCE
16252898,2 DOUBLE SIDED WOOD FENCE
16252898,PARKING PAVEMENT DAMAGE
16252898,WOOD FENCE DAMAGE APT 87
16252904,BUS RAIL
16252908,LANDSCAPE (CACTUS)
16253007,TURN SIGNAL LIGHT POLE WAS KNOCKED OVER
16253672,DAMAGE TO THE PORCH
16253683,NORTHSIDE GUARDRAIL DAMAGE AT 6900 DELTA
16253699,METAL FENCE
16253741,"STREET LIGHT $1,500"
16253742,TRAFFIC CONTROL DEVICE
16253754,ROCK WALL
16254021,FRONT ENTRANCE(GLASS) AND SECURITY MONTR
16254170,ROCK WALL 20 FT-25 FT OF DAMAGE
16254170,STREET SIGNS
16254392,METAL GUARDRAIL AND SUPPORTS
16254396,ROCK WALL DAMAGE
16254428,TREE/BRICK BORDER/GRASS
16254435,FENCE
16254469,30-50 FEET WIRE MEDIAN
16254629,DAMAGED ROCK WALL
16254634,METAL STREET SIGN
16254634,CEMENT GUARDRAIL DAMAGE
16254635,SPEED LIMIT SIGN
16254637,ABOUT 100 FEET OF GUARD RAIL DAMAGE
16254643,YEILD SIGN
16254681,ROCK WALL DAMAGE APPROX 10 LINEAR FT
16254842,RED WOOD FENCE IN FRONT YARD
16254844,CHAIN LINK FENCE TO FRONT OF RESIDENCE
16255179,DAMAGED CONCRETE WALL
16255262,WOODEN LIGHT POLE DAMAGE
16255473,TREE KNOCKED DOWN
16255755,ONE WAY SIGN AND POLE
16255755,DAMAGED TREE ON MEDIAN
16255894,CONSTRUCTION ZONE BARRICADE
16256139,BRICK MAIL BOX
16256391,GAURD RAIL DAMAGE ( POSTS DESTROYED )
16256392,"SIGNAL LIGHT $1,500.00"
16256396,GUARD RAIL
16256544,TRAFFIC CONTROL SIGNAL
16256626,"1-10' HANDICAPPED SIGN POLE, NOD."
16257071,STREET SIGN WITH STOP SIGN AND POLE
16258012,CHAIN LINK
16258016,MEDIAN GUARDRAIL DAMAGE
16258222,CRACKED LIGHT POLE BASE
16258697,WECO DIRECTIONAL SIGNAL ARROWBOARD
16259619,WOODEN POST BARRIER-APPROXIMATLEY 30FT
16259619,TENSION CABLE BARRIER-APPROXIMATELY 50FT
16260411,HANDRAIL
16260683,"STAYBRIDGE SUITES HOTEL SIGN (5,000.00)"
16260685,STOP SIGN AND POLE
16260977,GUARDRAIL
16261399,TREE
16261477,FRONT PASSENGER BUMPER
16261477,FRONT DRIVER'S SIDE BUMPER
16261735,YIELD SIGN / STREET SIGN
16262344,BROKEN ELECTRIC POST/$5000.00
16262350,GUARD RAIL
16262477,SMALL SIGN 2 1/2 BY 3FT
16263191,30 FEET OF GUARDRAIL
16263193,13 METAL POLES IN CABLE BARRIER SYSTEM
16263268,BROKEN GAS METER $120
16263317,"LIGHT POLE, METAL, DUAL LUMINAIRE"
16263571,SCRATCHED STUCCO MATERIAL OF BUILDING
16264426,10 FT OF CINDER BLOCK WALL/FENCE
16264777,BRICK MAILBOX WITH DBL PLANTER (W/PLANTS
16265064,BROKEN WINDOW
16265074,ELECTRICAL POLE
16265078,STOP SIGN/STREET SIGN
16265078,TREE
16265078,BUILDING LOCATED AT 4045 N. MESA
16265081,WOOD LIGHT POLE
16265083,ELECTRIC POLE
16265083,FENCE/POLES
16265084,WOODEN LIGHT POLE
16265088,PEDESTRIAN CONTROL DEVICE
16265139,DAMAGE TO FRONT LAWN LANDSCAPING/BUSHES
16265140,ELECTRICAL POLE
16265237,DAMAGE TO LANDSCAPE (ROCK)
16265255,80 FEET OF GUARD RAIL DAMAGE
16265273,15-20 FT OF WROUGHT IRON GATE
16265581,RESIDENCE
16265910,CHAIN LINK FENCE
16266386,GUARD RAIL DAMAGE
16266886,DAMAGE TO POWER LINE ANCHORS ($600)
16266909,DAMAGE TO BACKYARD WALL.
16267620,LANSCAPING DAMAGE (8 SHRUBS) ($1200)
16267833,CHAIN LINK FENCE
16267855,PERIMETER FENCE DAMAGED
16268511,GAS PUMP
16269349,MERGE SIGN DAMAGED
16269349,YIELD SIGN DAMAGED
16269350,DECORATIVE ROCK BARRIER
16269393,METAL POLE ON ENTRY GATE
16270811,PAINT ON GAURD RAIL.
16271560,GAS PUMP DAMAGED
16271592,ROAD SIGN DAMAGED
16271592,150 FEET OF DAMAGED TENSION WIRE
16271864,CHAPIN CONCRETE BILLBOARD
16271869,STOP SIGN
16271913,"10' X 10' ROCK WALL ESTIMATED $25,000"
16271913,CONCRETE WALL AND SHEET ROCK $750
16271913,STREET SIGN ESTIMATED $700
16271928,METAL CHAIN LINK FENCE
16271928,WOODEN ELECTRIC POLE
16272179,ROCK WALL ( 20 FEET)
16272790,TRASHCAN
16273666,CITY OF EL PASO STOP SIGN
16273666,ELECTRICAL UTILITY POLE
16273830,GAURD RAIL
16273865,PARTITION FENCE
16273866,5FT OF CONCRETE CURB
16273866,CHAIN LINK FENCE KNOCKED OVER
16273870,APPROX. 10 FEET OF CHAIN LINK FENCE
16273870,GAS METER
16273871,STREET LIGHT POLE (LIGHT FIXTURE)
16273872,ROADMASTER BLACK BIKE (BENT FRONT WHEEL)
16273872,BLACK CELL PHONE (BROKEN SCREEN)
16273884,"BUILDING DAMAGED, COLLAPSED"
16274984,FIRE HYDRANT
16274984,METAL LIGHT POLE
16274990,CITY TRAFFIC SIGN
16275717,LIGHT POLE
16275719,FRONT BUMPER DAMAGED ON RIGHT SIDE.
16275945,100 FT OF LANDSCAPING IN CENTER MEDIAN
16275971,PROPERTY FENCE
16277231,CEMENT DIVIDER
16277533,BIKE MOUNT AND A BIKE RIM
16277564,TRIMBLE SURVEY EQUIPMENT ESTIMATED $8000
16277756,APPROXIMATELY 30 FT OF FENCE
16277758,DO NOT ENTER SIGN
16277849,ROCKWALL
16278330,6 FEET OF CHAIN LINK FENCE
16278438,"WINDSHIELD, SIDE WINDOW AND FRAME"
16278826,"METAL LIGHT POLE, CROSSWALK SIGN, PLANTS"
16278842,UTILITY BOX
16279085,STREET AND CURB BROKEN
16279085,PEDESTRIAN SIGN KNOCKED DOWN
16279085,GAS PIPELINE BENT
16279305,80 FEET OF GUARDRAIL
16279381,CURVE DAMAGE
16279384,BRICK WALL AND LANDSCAPE DAMAGED
16279384,MAIL BOX KNOCKED OVER
16279384,SMALL BRICKWALL THAT WAS KNOCKED OVER
16279461,50 FT. X5FT OF CHAINLINK FENCE
16279705,40 FEET OF CHANIN LINK FENCE
16280583,CABLE BARRIER
16281661,ROCK WALLS
16281979,ROCK WALL
16282342,CHAIN LINK FENCE...PARTIALLY BENT
16282798,APPROX 50 FEET CABLE BARRIER SYSTEM
16282832,GUARD RAIL POST TAKEN DOWN ABOUT 10 FEET
16283031,GUARD RAIL
16284574,CHAIN LINK FENCE WITH GATE
16284848,WALL DAMAGE
16284935,LANDSCAPE AT 4301 DURAZNO
16285596,"WOOD LIGHT POLE 3,000"
16285608,20 FOOT ROCK WALL WITH WROUGHT IRON
16285721,NO PARKING SIGN
16285780,NO PARKING STREET SIGN
16285780,PALM TREE AND LANDSCAPINING
16285780,ELECTRICAL BOX
16285881,STREET SIGN
16285952,BRICK LANDSCAPING
16286612,ROCK WALL
16287126,WIRE GUARDRAIL
16287126,DIRECTIONAL ARROW SIGN
16287148,EXTERIOR OF BUILDING H (COLUMN)
16287198,SIDE GATE AND BRICK WALL
16287340,FENCE DAMAGE AND HOUSE WALL DAMAGE
16287422,FIRE HYDRANT #11292
16287674,YELLOW BARRIER(SLED)
16288038,LIGHT POLE AT THE NORTH WEST CORNER
16288056,GREEN STEEL LIGHT POLE / $7500.00
16288487,ROCK WALL TO NORTH SIDE OF PROPERTY
16288620,CONCRETE WATER DITCH
16288656,CHAIN LINK FENCE
16288670,"TREE, SMALL BUSH"
16289329,ROCK WALL
16289418,DAMAGED SIGNAL ARM/SIGNAL LIGHT
16289480,SCRAPE RESIDENCE ROCK WALL
16289481,ROCK WALL
16289514,WROUGHT IRON FENCE CEMETRY
16289624,APPROXIMATELY 65FT OF CHAINLINK FENCE
16289826,ORANGE SIGNLEFT SHOULDER CLOSE 1000 FT
16289863,100FT OF GUARD WIRE/ 50FT OF GUARD RAIL
16290713,CINDER BLOCK WALL
16291443,5 WOODEN 6 FOOT POLES
16291443,UTILITY WOODEN POLE 30FOOT
16291443,CHICKEN WIRE FENCE
16291444,ROCK WALL
16291520,FIRE HYDRANT
16291595,80 FT OF GUARDRAIL DAMAG
16291643,RAILS (RAILCAR WAITING AREA)
16291645,CONCRETE LANDSCAPE
16291918,TRAFFIC LIGHT POLE
16292003,20 FEET OF PEDESTRIAN WALKWAY HANDRAILS
16292381,DAMAGED ROCK WALL AND BUSHES  $500
16292381,SIGNAL LIGHT (2 PUSH BUTTONS) $1600
16292444,GAS METER LOCATED AT 12986 BUCKNELL DR.
16292726,GUARDRAIL
16292824,STOP SIGN POST
16292895,STOP SIGN
16292962,GREEN 4 FOOT HIGH BUSH ($500.00)
16292968,GUARDRAIL
16292969,BUS STOP
16293737,BRICK PILLAR
16293756,SIGNAL LIGHT POLE STRUCK DOWN
16294348,DAMAGED WOODEN ELECTRICAL POLE
16294360,"4 RIMS- BOSS 313, 22X9, 6-135, BLACK"
16294360,"4 RIMS- JEEP OEM WHEEL, 18X8, 5-5"
16294360,"4 RIMS- MISSANO 525, 22X9, 5-4.5, BLACK"
16294360,"LISTED DAMAGED PROPERTY VALUED AT $4,612"
16294360,"4 RIMS- REV 811, 18X9, 5-5-5, CHROME"
16294360,"4 RIMS- B20 SCORPIO, 20X7, 4-100, CHROME"
16294455,BRIDGE GUARDRAIL AND POSTS
16294514,WALL
16294828,CEMETERY ROCKWALL
16294988,8 FT WOOD FENCE
16295194,GUARDRAIL
16295195,POLE
16295197,STREET LAMP POLE
16295563,FIRE HYDRANT
16295570,BUS STOP
16296148,BLACK BARRICADE BARRELS/METAL GUARDRAIL
16296178,GUARD RAIL/BARRIER
16296560,MAILBOX HIT  MAIL SCATTERED
16296869,ELECTRIC POLE
16296869,FENCE
16297238,20FT OF CONCRETE WALL VALUED AT 5K
16297550,PEDESTRIAN CROSSING BUTTON POLE
16297567,STREET SIGN KNOCKED DOWN.
16297785,DIVIDER CONCRETE BARRIER
16298394,DAMAGED ROCK WALL
16298396,WROUGHT IRON FENCE
16298433,NO PARKING (BUS STOP) CITY SIGN
16298433,CHAIN LINK FENCE (APPROX 20 FT)
16298763,CROSS WALK POST / LIGHT
16298790,CHAIN WIRED FENCE
16298790,ROCK WALL
16299037,DAMAGED STORE WALL
16299216,WOOD STREET LIGHT
16299216,FENCE/WINDOW/FLOWER POT/ PICTURE FRAME
16299275,"GARAGE DOOR, FRONT WALL STUCCO, LANDSCAP"
16299288,"FIRE HYADANT 2,000  AND NO PARK SIGN"
16299337,KNOCKED DOWN FENCE GATE DOOR
16299732,CITY STREET LIGHTS X2
16299732,TREE X3
16299844,TRAFFIC SIGNAL CABINET
16299896,STREET SIGN
16300574,GARAGE DOOR
16300958,BRICKS IN A BRICK FLOWER BED
16300958,BIG BROWN FLOWER POT FOR LAWN
16300958,SMALL STONE WALL DIVIDING PROPERTY
16302193,ROCK WALL
16302429,WALL/LANDSCAPING OF GOOD NEWS CHURCH
16302921,30 FT. WOOD POLE/FIXTURE
16302923,25FT STREET LIGHT KNOCKED DOWN
16303052,FRONT ROCK WALL LANDSCAPING
16303148,GUARD RAIL
16303378,METAL GAURD RAIL (40 FEET)
16303421,STEEL GUARDRAIL
16303510,DAMAGED GUARDRAIL $600
16303858,IRON FENCE
16303885,CHAIN LINK FENCE
16304063,10 X 7 ROCK WALL
16304120,STONE WALL
16304360,STEEL BARRIER
16304365,CONCRETE ROCK WALL
16304365,WOODEN LIGHT POST
16304567,30 FEET GUARDRAIL DAMAGE
16304959,ROCKWALL
16304959,NO PARKING SIGN
16305758,DAMAGED CHAIN LINK FENCE ALONG W/ POLES
16305766,150FT GUARDRAIL DAMAGE
16305775,CHAIN LINK FENCE
16306317,TWO BARRIERS (FILLED WITH WATER)
16306375,SPEED LIMIT SIGN
16306375,STEEL METAL LIGHT POLE
16306389,ROCKWALL AND ROD IRON FENCING
16307041,WOODEN FENCE ON THE SIDE OF HOUSE
16307215,WOOD FENCE
16307232,LIGHT POST IN THE MEDIAN
16308776,FIRE HYDRANT #10283 10-7
16308900,4 WOODEN BARRIER POSTS
16309221,APARTMENT WALL
16309473,NATURAL GAS PIPE LINES
16309603,MAILBOX WAS KNOCKED DOWN
16309691,CHAIN LINK FENCE
16309691,PORCH/REISDENCE
16311172,DAMAGED GUARD RAIL
16311176,1EA STOP SIGN
16311628,GREEN CABLE BOX
16311630,10 TO 15 FEET OF ROCK WALL
16311630,FIRE HYDRANT
16311666,ELECTRIC POLE
16312390,UNION PLAZA DIRECTORY SIGN
16312683,50 FEET OF METAL GAURD RAIL
16312986,DAMAGED CHAIN LINK FENCE
16312996,BRICK PILLAR IN FRONT OF STORE
16313000,OVERPASS (BRIDGE )
16313428,APPROX 30 FT OF GUARD RAIL DAMAGE
16313431,CONCRETE BARRIER DAMAGED
16313448,GUARD RAIL WIRE DAMAGE IN MEDIAN
16313539,LAMP POST
16313541,FENTER STREET SIGN
16313674,ELECTRIC TELEPHONE BOX
16313747,TREE
16314784,STUCCO AND ROD IRON FENCING
16315157,LARGE PINE TREE
16315507,BRICK WALL ($100)
16316173,METAL YELLOW SIGN WITH ARROWS <--->
16316331,ELECTIC POLE GROUND CABLE
16316564,TAU 2 CRASH CUSHION
16316567,ONE SMALL REFLECTOR POLE WAS HIT
16316644,3 POSTS  AND LOOSE CABLE (MEDIAN DIVIDER
16316720,30 FT. OF CHAIN LINK FENCE
16317008,20 FEET OR GUARDRAIL
16318317,BRICK RETAINING WALL WAS DAMAGE.
16318635,MAIL BOX
16318648,DAMAGE TO MAILBOX
16319033,"GATE POST, FENCING, MAILBOX POST."
16319191,GUARD RAIL
16319701,2 WATER BARRIERS
16319702,SMALL TREE LANDSCAPING $800
16319721,SIGNAL POST
16319967,"12 FEET OF GUARDRAIL DAMAGE- $2,000"
16319967,"25 FT OF HIGHWAY ROCK WALL- $5,000"
16319995,DAMAGE GAURDRAIL
16320688,"MEDIUM PINE, VALUE $50"
16320903,"DRIVE-WAY CEMENT $4,000 DAMAGE"
16321541,BRICK WALL DAMAGED
16321586,10 FEET OF BLACK IRON FENCE
16322132,STEEL GUARDRAIL DAMAGE
16322133,20 FEET GUARD RAIL
16322560,GUARDRAIL AND WOODEN POST
16322723,DO NOT ENTER TRAFFIC SIGN
16323276,BRICK MAIL BOX
16323454,ACCESS GATE FOR EMPLOYEE PARKING LOT
16323639,WATER VALVE
16323815,STOP SIGN AND LANDSCAPING
16323821,LANDSCAPING
16323918,RETAINING WALL DAMAGE
16323924,BROKEN WOODEN EKLECTRIC POLE
16323929,"TXDOT,STEEL CABLE MEDIAN BARRIER SUPPORT"
16323935,DAMAGE TO LOW ROCK WALL AND VEGETATION
16323935,GARAGE DOOR AND CENTER BEAM
16324197,CEMENT BARRIER
16324660,BUSINESS SIGN
16324856,APPROXIMATELY 25 FEET OF CONCRETE WALL
16325081,WOODEN LIGHT POLE AT 10500 RAILROAD
16325093,STREET SIGNAL / CENTER LANE SIGN
16325319,DAMAGED POLE
16325587,PINE TREE 7FT
16325617,CANOPY
16325948,STRUCTURAL STEEL CANOPY
16326218,RAILROAD STREET SIGN
16326417,TRAILER
16326417,METAL SIDE SLIDING AUTOMOTIVE GATE
16326587,NORTH EAST CORNER BRICK WALL DAMAGED.
16327314,APPROXIMATELY 20FT OF GUARD RAIL
16327454,FENCE
16327458,TREE
16327458,STOP SIGN
16327569,"METAL LIGHT POLE $3,000.00"
16327688,BACK ROCK WALL HIT AND DAMAGED
16328214,LANDSCAPING IN MEDIAN DIVIDER
16328533,80 FT CHAIN LINK FENCE
16328766,CENTER MEDIAN CURB SCRAPED BY VEHICLE
16328795,"LANDSCAPE, FIRE HYDRANT, AT&T BOX"
16329387,COMMERCIAL VEHICLE TRUCK ROUTE SIGN
16329602,
16329891,DAMAGE CENTER GUIDE WIRES
16330028,CHAIN LINK FENCE 600.00 DLS
16330036,5 FEET OF CHAIN LINK FENCE
16330061,CHAIN LINK FENCE
16330061,METAL GUARD RAIL AND WOOD STUDS
16330065,PORTABLE JOHN
16330069,LEFT GUARDRAIL
16330081,SPOUT FOR FUEL PUMP
16330799,ROCK WALL
16331623,80 INCH ELICTRICAL J BOX
16332548,TRAFFIC LIGHT POST
16333528,FIRE DAMAGE
16334430,50 FEET OF YELLOW PLASTIC BARRIER
16334538,SMALL UPROOTED TREES
16334566,ROCK WALL DAMAGE
16334566,ROCK WALL DAMAGE
16334570,50 FEET OF FENCE
16334884,FENCING
16334884,TREE
16336212,(2) LIGHT POLES
16336297,ROD IRON FENCE  APRROXIMATE VALUE $500
16336321,3' SECTION OF SMALL ROCK WALL
16337234,CHAIN LINK FENCE
16337234,PROPERTY STORAGE SHED
16337338,ROCKWALL
16337907,10FT -CHAIN LINK FENCE
16338298,30FT ROCK WALL
16338453,WOOD LIGHT POLE
16338932,STREET LIGHT POLE
16338935,"LANDSCAPE DAMAGE , ROCK WALL DAMAGE"
16338937,DAMAGED GUARD RAIL (40-50 FT SECTION)
16338939,ROCK WALL/ ROD IRON FENCE
